Commit标题,作者和时间,Commit链接
feat: add solution for the 3Sum Closest problem (#16) (#1216),Mindaugas committed 2 years ago,https://github.com/TheAlgorithms/C/commit/5d3a841aa6256308f2e15206ab44b522c9e72034
Lua script may lead to remote code execution (CVE-2025-49844),Mincho Paskalev committed 5 months ago,https://github.com/redis/redis/commit/e304356f597ae959abe71ff0d4e68d9ede6375fc
Add new KSN types - overwritten and type_changed (#14141),Mincho Paskalev committed 5 months ago,https://github.com/redis/redis/commit/86c8be6368816c528062b50d84df3f7547f5d4f7
Fix uninitializeed RMConfigIterator::is_glob causing MSan warnings (#14171),Mincho Paskalev committed 5 months ago,https://github.com/redis/redis/commit/eb9337abf89b2fdea95bdc95ffa38e01dfbdcb91
Module set/get config API (#14051),Mincho Paskalev committed 5 months ago,https://github.com/redis/redis/commit/15706f2e82ab17692e6e049e3eed96f2e0ad5df8
Fix assertion in updateClientMemUsageAndBucket (#14152),Mincho Paskalev committed 5 months ago,https://github.com/redis/redis/commit/ad8c7de3fe563ff6ccdce7d939c0d50e2a8f19fa
Fix ASan Daily (#14527),Mincho Paskalev committed 16 days ago,https://github.com/redis/redis/commit/837b14c89a4d3b48ac04e3b7154eeae4af21414b
Fix numeric config boundry check (#14286),Mincho Paskalev committed 1 month ago,https://github.com/redis/redis/commit/91b5808fd6c5e697de276a67f360b454d551347e
Guard calls to vectorDistanceFloat SIMD calls behind ifdefs (#14458),Mincho Paskalev committed 1 month ago,https://github.com/redis/redis/commit/414758dd9822c8a122667f306812d7e1474a063e
Fix flags of DELEX command (#14452),Mincho Paskalev committed 1 month ago,https://github.com/redis/redis/commit/078019cd849417e1b3e9dda7eba7865420f8193f
Optimistic locking for string objects - compare-and-set and compare-and-delete (#14435),Mincho Paskalev committed 1 month ago,https://github.com/redis/redis/commit/aed879ad0ab4b127b2273cf54b0f309cdb987d19
[loc] update Serbian translation to latest,Miloš Ljubičić committed 1 year ago,https://github.com/pbatard/rufus/commit/236b4e60eb494c1657a1f569f1c9e046d28a98e4
555.58,Milos Tijanic committed 1 year ago,https://github.com/NVIDIA/open-gpu-kernel-modules/commit/171c735e577911ce3b8c26a8a5d5b743328b173c
Delete .github/workflows/issue-check.yml,Miles Prower committed 1 month ago,https://github.com/valinet/ExplorerPatcher/commit/891edc2cdda16cb3af9ed60db6c86a4c9a961196
ci: Remove no longer supported config options,Milan Broz committed 9 days ago,https://github.com/openssl/openssl/commit/197ae2f63db8590f055bf56b42b4223b7d2be1f8
Make no-engine config permanently set.,Milan Broz committed 9 days ago,https://github.com/openssl/openssl/commit/d8999834c891432ab6d4109d9d86bffd6a6613e3
Remove engine-related tests,Milan Broz committed 9 days ago,https://github.com/openssl/openssl/commit/e50c4e239558c4591f4b886ac695e7ef2521c1a8
Remove *_get0_engine() API calls,Milan Broz committed 8 days ago,https://github.com/openssl/openssl/commit/dc62c97ca56ec028082a33b132071a1faa465ccf
Remove internal crypto/engineerr.h header,Milan Broz committed 7 days ago,https://github.com/openssl/openssl/commit/95fb37c9b6bcc564df72a29cb24f397748e32e85
Temporary disable ENGINE_* docs tests.,Milan Broz committed 30 days ago,https://github.com/openssl/openssl/commit/ad0d325689f52e5d463db1c21a53323860ca47fb
Remove private ENGINE references from local structs.,Milan Broz committed 3 months ago,https://github.com/openssl/openssl/commit/a7a0576e2189198301db8afb47621e6de9a5f036
Remove engine from PROV_CIPHER and PROV_DIGEST structs.,Milan Broz committed 3 months ago,https://github.com/openssl/openssl/commit/1c47a5eb290cad88619af145465b63a160ade43f
Remove openssl engine command,Milan Broz committed 3 months ago,https://github.com/openssl/openssl/commit/4bd0612a2a4ddfe4e56ea67f25392c41a34c69ee
Remove no longer needed macro argument,Milan Broz committed 3 days ago,https://github.com/openssl/openssl/commit/f2ed7652e3c4318c20a768dafef853484e86457d
Use better description of macros purpose in engine.h,Milan Broz committed 3 days ago,https://github.com/openssl/openssl/commit/1c81b147a962bb9ce33de4e070e855faab92489d
Define stubs for other ENGINE-related legacy API and revert legacy errors definitions.,Milan Broz committed 29 days ago,https://github.com/openssl/openssl/commit/92e0d58e0279abfff9883dcff84d347361b08851
Ignore unused arguments warnings in engine.h stubs.,Milan Broz committed 24 days ago,https://github.com/openssl/openssl/commit/80db9e92fd1d2b693b0e6f756b4f71b47b57ceae
Remove ENGINE symbols from API.,Milan Broz committed 2 months ago,https://github.com/openssl/openssl/commit/74f8a3f1cd2a6fab822c855f00a9b3f52e3a2e41
Remove crypto/engine dir.,Milan Broz committed 2 months ago,https://github.com/openssl/openssl/commit/b1960f28cbd91515883094286c8dabaf0d7437e6
Remove top-level engines dir.,Milan Broz committed 2 months ago,https://github.com/openssl/openssl/commit/c370c2596bb544ebe5df71f0b52669643cebff1c
Remove ENGINESDIR variable and engines installation from Makefiles.,Milan Broz committed 2 months ago,https://github.com/openssl/openssl/commit/cfd96295fc9df42ce7e07f000fa21efb08204456
Remove README-ENGINES.md,Milan Broz committed 2 months ago,https://github.com/openssl/openssl/commit/246a186a24ee387121c6a4fd8dc856ab66ce58f0
Remove engine.h includes for internal code.,Milan Broz committed 10 days ago,https://github.com/openssl/openssl/commit/bf24dd887c803b53ae61fa580b17e6d233acf8a8
Remove engine.num and make helper functions for engine loading stubs.,Milan Broz committed 10 days ago,https://github.com/openssl/openssl/commit/41a5916f8e7e1d34e362a9b3982547c47f43c8cd
Use stub declarations in engine.h,Milan Broz committed 1 month ago,https://github.com/openssl/openssl/commit/8e9771cf2259ca579a4c1a30cb31a6e0f50e40e2
"Update rcore_desktop_sdl.c, fix crash when strncpy tries to copy using NULL pointer (#5359)",MikiZX1 committed 17 days ago,https://github.com/raysan5/raylib/commit/b18f547d8fd3da129bea7f8e1a0fe10d35f0784d
mvebu: gl-mv1000: add devicetree patch for sdhci1,Mikhail Zadorozhnyi committed 1 month ago,https://github.com/openwrt/openwrt/commit/6f2325b23d2cfa28099c26c299ae774625f1872b
Fixed bug with incorrectly checked 4xx status codes when `--4xx-to-unique-count` flag is specified.,Mikhail Vazhnov committed 8 months ago,https://github.com/allinurl/goaccess/commit/f08daae8fd2c94a973204694720837e699c82852
[WIDL][WPP] Sync to wine-10.0,Mikhail Tyukin committed 4 months ago,https://github.com/reactos/reactos/commit/8608467b842087949ab8f9c052d3a60bdc12ef45
[VIDEOPRT] Fix incorrect return status (#8433),Mikhail Tyukin committed 1 month ago,https://github.com/reactos/reactos/commit/44931d742b209cbb9a385b8584d6170e061c01b7
[USER32] Fix pointer truncation (#8421),Mikhail Tyukin committed 1 month ago,https://github.com/reactos/reactos/commit/017233896476108d4ad027cdd5458c81040c6cea
Build: Fixed compilation after rebasing audk upon edk2-stable-202502 tag.,Mikhail Krichanov committed 9 months ago,https://github.com/acidanthera/OpenCorePkg/commit/be0f2253f624ada6b2fdcaf061ce89dec4c3b2c2
User: Fixed compilation for Ia32 toolchains.,Mikhail Krichanov committed 9 months ago,https://github.com/acidanthera/OpenCorePkg/commit/35d9b3706f0772134c8e6a62b9684a699d628518
User: Added TdProbe.o to fix audk BaseTools compilation after rebasing,Mikhail Krichanov committed 9 months ago,https://github.com/acidanthera/OpenCorePkg/commit/5b2f8b5bc8ba1f712aab0526ce5eae18e04cf484
Build: Fixed compilation after rebasing upon edk2-stable202405.,Mikhail Krichanov committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/379ecd5a9d1d5d612a9726610bd70c48b9392a8c
EfiLdr: Refactored out some remnants of old PE loader.,Mikhail Krichanov committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/95a9f9315ee63d6fdf195836a16e6ab29a3c17cc
Code style fixes in multiplyBasisFunction,Mikhail Bodrov committed 3 years ago,https://github.com/woltapp/blurhash/commit/3554906d81169b2d5ac93190bb6c4a2890912bb2
Optimize multiplyBasisFunction by caching math operations,Mikhail Bodrov committed 3 years ago,https://github.com/woltapp/blurhash/commit/3e17ff0d1c62a21261b755793d8d06d4b10934df
analyze-dlopen-metadata: honor --no-legend and --no-pager,Mike Yuan committed 9 days ago,https://github.com/systemd/systemd/commit/b9be45f926789d9d4f6a208040a90d760a61ddb1
smbios11: use size_add() where appropriate,Mike Yuan committed 9 days ago,https://github.com/systemd/systemd/commit/cffb53d742e29c5ea85ed6448989f89f74d0ef3e
run: merge privileged_execution() into become_root(),Mike Yuan committed 9 days ago,https://github.com/systemd/systemd/commit/2ef2002a966577b5b634130b052d076ebe5e0300
run0: swap the order of setting default wd and user,Mike Yuan committed 9 days ago,https://github.com/systemd/systemd/commit/2207b7f9a4360421485ecea5c527d4a914bb74b2
core/exec-invoke: deduplicate needs_setuid with needs_sandboxing,Mike Yuan committed 15 days ago,https://github.com/systemd/systemd/commit/32b7a07b8c6cfd4804e381934e3c62234ec12dd5
"labeler: shell-completion -> ""shell completion""",Mike Yuan committed 15 days ago,https://github.com/systemd/systemd/commit/53eda862c169ee74c36512d8ca6d6adcc13b54d0
core/selinux-setup: actually skip setup gracefully when libselinux is not available,Mike Yuan committed 14 days ago,https://github.com/systemd/systemd/commit/375a4bd878e472ed9f14627c29bc0b484bf37be7
libmount-util: build .c only if libmount feature is enabled,Mike Yuan committed 10 days ago,https://github.com/systemd/systemd/commit/38b59a83d2caee6cede2d6946c4cc11ee54efea8
"Revert ""pid1: pull in libmount unconditionally""",Mike Yuan committed 10 days ago,https://github.com/systemd/systemd/commit/46b4b33c256b918652d5e0b1b5ec376b598111f6
core/mount: comprehensively disable mount unit support if no libmount,Mike Yuan committed 10 days ago,https://github.com/systemd/systemd/commit/1bee93e6e291b689c307ccf1496a44a73021fc84
dlfcn-util: fix potential dl handle leak,Mike Yuan committed 10 days ago,https://github.com/systemd/systemd/commit/f76f91b7c99574b3e7120f0dd008b2ab703efc47
stm32/boards/STM32F469DISC: Add new board definition files.,Mike Tolkachev committed 1 month ago,https://github.com/micropython/micropython/commit/b4d546d82e01d16664b2d17d9f145cb4768460c9
stm32: Add support for STM32F469xx MCUs.,Mike Tolkachev committed 1 month ago,https://github.com/micropython/micropython/commit/cad9bb3a2b5c73637d67591c43ee10c39719fa5e
Reworded a paragraph that included a typo,Mike Scott committed 10 years ago,https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System/commit/04bd0d26dea3ec8a9b0f1f6ce0c05cccdd7afaf3
Update README.md,Mike Heavers committed 1 year ago,https://github.com/mozilla-ai/llamafile/commit/6f2aab2176b789111c853107d2a06fb3b8f55e89
[loc] update Danish translation to latest,Mike Handberg Hovedskov committed 1 year ago,https://github.com/pbatard/rufus/commit/13ae9b3339d96539ab37f13bb209ad5018fefe77
test-kernel-install: respect TMPDIR in expected output,Mike Gilbert committed 5 days ago,https://github.com/systemd/systemd/commit/1a88817b8396c636e4c301eec0103c6e94f8bdb7
Update TLS client-hello packet for wider acceptance,Mike Cardwell committed 3 years ago,https://github.com/robertdavidgraham/masscan/commit/8bc9aa49a62a03789960891624d0ace0b44384f4
Docs: Sync changelog,Mike Beaton committed 6 months ago,https://github.com/acidanthera/OpenCorePkg/commit/7f1f28322fece3184c08d9ac67b7e95cc76b3433
Utilities: Silence additional zlib warning triggered by update to brew mingw-w64,Mike Beaton committed 6 months ago,https://github.com/acidanthera/OpenCorePkg/commit/8fa9a1035bee994a8497ffa1fde3e904ba3e6434
Docs: OpenVariableRuntime: Improve wording for what is included in OpenDuet,Mike Beaton committed 4 months ago,https://github.com/acidanthera/OpenCorePkg/commit/4891b78f266219ddf561f32dd8e6c61a1a2f1655
OpenVariableRuntime: Sync header comment in VariableDxe.c with code changes,Mike Beaton committed 4 months ago,https://github.com/acidanthera/OpenCorePkg/commit/1312e2b298b5c937eb1023ee76b7cd05a2dd4dac
Tools: Minor fix grammar in error message,Mike Beaton committed 2 months ago,https://github.com/acidanthera/OpenCorePkg/commit/aa3c8bb3635a0845afb64b819b8df70a5e7a2602
Patches: Allow DEBUG OpenShell to start with too many file systems under Mac EFI (#582),Mike Beaton committed 2 months ago,https://github.com/acidanthera/OpenCorePkg/commit/849b04fdf42f5418f3fe4d4a46b0e297d3525d11
Apfs.h: Fix illegal unicode character ʼ (U+02BC) in Doxygen comment,Mike Beaton committed 18 days ago,https://github.com/acidanthera/OpenCorePkg/commit/d31ab222aea1fd437fd70786069e1c06a40404b9
Docs: Fix sync changelog formatting,Mike Beaton committed 15 days ago,https://github.com/acidanthera/OpenCorePkg/commit/507907a2dbebea24cf22f5dfaf0509d4097545fe
Docs: Sync changelog,Mike Beaton committed 15 days ago,https://github.com/acidanthera/OpenCorePkg/commit/6b75efa3945e0dad39b43570f7ef470e1f3ef783
OpenNetworkBoot: Add support for setting static IPv4 address NVRAM variable,Mike Beaton committed 12 months ago,https://github.com/acidanthera/OpenCorePkg/commit/f30d41230d0c3c49ee7ac268e5f9e1dcd72e12f5
Docs: Document that all available GOP resolutions are listed in debug log when Resolution is set to Max,Mike Beaton committed 11 months ago,https://github.com/acidanthera/OpenCorePkg/commit/f4b7065067c5ad3ff247c818db4c51c0987b1d63
AudioDxe: Downgrade log level from DEBUG_WARN to DEBUG_INFO for EFI_ALREADY_STARTED,Mike Beaton committed 11 months ago,https://github.com/acidanthera/OpenCorePkg/commit/5a61796b51a2d6d060360e35ce721bf192737662
OpenNetworkBoot: Improve NVRAM handling,Mike Beaton committed 11 months ago,https://github.com/acidanthera/OpenCorePkg/commit/07e61bf97588f1529d5092433afb24d2b72188ec
Docs: Fix build,Mike Beaton committed 11 months ago,https://github.com/acidanthera/OpenCorePkg/commit/34f286e71b6f6a10f426ce2731b71406e6cf4b89
Docs: OpenNetworkBoot doc update,Mike Beaton committed 11 months ago,https://github.com/acidanthera/OpenCorePkg/commit/575b9eb9797eea14d0575e3ee76f60641e1265d8
OpenNetworkBoot: README update,Mike Beaton committed 11 months ago,https://github.com/acidanthera/OpenCorePkg/commit/18b64a426d989ccce1e487bc5a3189c03a306e67
OpenNetworkBoot: README updates,Mike Beaton committed 11 months ago,https://github.com/acidanthera/OpenCorePkg/commit/7a8bb3fe04c5beef7fb8f0601ec14dee76b76e06
Docs: Improved wording,Mike Beaton committed 11 months ago,https://github.com/acidanthera/OpenCorePkg/commit/6b49c8a8e1eca0b308e464b8ae3f08bcca020612
OcMainLib: Unload drivers most recent first,Mike Beaton committed 11 months ago,https://github.com/acidanthera/OpenCorePkg/commit/411de51112b4ae18ae73419c13460d089ae364e2
OpenNetworkBoot: README replace /Users/user with /home/mjsbeaton,Mike Beaton committed 11 months ago,https://github.com/acidanthera/OpenCorePkg/commit/b70d558e444e75f9e09db8a42f82b93387f7a8e8
Build: Remove out-of-support Xcode project file (#572),Mike Beaton committed 10 months ago,https://github.com/acidanthera/OpenCorePkg/commit/24246c6d0c87c02b5cedcef74b91ad4cb0032066
Docs: Add errata entry for `sign.command` bug,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/9163821d812972705854c9b1117322b8d8eed5a2
Docs: Sync docs,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/cc771bbc7e309df965b45fac8b60eb3d0f1665ab
OpenNetworkBoot: Add PXE and HTTP(S) Boot support,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/cde43cd3c192d29ff291691323eabe87e2ddc282
OpenNetworkBoot: Update imported EDK 2 files to contain only the methods which are kept and modified,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/d4869b84fd5783a118a2720bccc83dae367a897a
OpenNetworkBoot: Import initial unmodified EDK 2 files,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/355609bc90b3a288edd55b71814aa517ea0207f3
Build: Add /wd4324 to MSFT:*_CC_FLAGS for VS2019 BASE_ALIGNAS,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/72a332ce590388c5586a6a09aaea63d77f68192b
OcConfigurationLib: Fix config variable naming,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/6cb95d50afe346a2446e3e2af9058c627176843e
CreateVault: Fix `sign.command` and update signing docs,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/35bcb134f19df7c04275142e22c9fec68b72ff2d
CI: Upgrade to Ubuntu 24.04 - apply AppArmor settings for Docker,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/c7779e7721d0884ffa269d225f0fab31479b0f2a
Docs: Build docs,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/b341356c0e206dda825af95032ed27787a3a4ede
Docs: Fix typo,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/705673e631e7cd2a14cf9dd4164b8aca1ccbc94a
OpenLinuxBoot: Fix booting with TuneD in Fedora 41,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/6bb481ed62f54327fdb80d9207bcfd6a036adb18
EnableGop: Update README to clarify that vBiosInsert.sh receives updates separately from EnableGop itself,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/d4ddd2937b38fa06491ceefae30395622f19c566
EnableGop: Fix typo in README,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/c8a5855f1edcde0bf33c8c4315487123afe29a66
Docs: Build docs,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/402b3b1d444f3a9efca484ce16c5f293f458f589
OcBootManagementLib: Convert naming from External System Boot to Unmanaged Boot (#552),Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/184f3e0b54cb3b3970aa87746e4f5d3211d8b08e
OcMainLib: Add UEFI/Unload config option to unload existing firmware drivers (#553),Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/3830364e88351ff93caeb9d664ff33057ac9d60e
Docs: FixupAppleEfiImages additional updates,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/f36983174fb8b479741c167a9dddb35a0d8b70b4
Docs: Update FixupAppleEfiImages wording,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/4087300e3f3b05836dfefccb06b1d6720aea283e
OcConsoleLib: Change comment link from master to specified commit,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/fa4112e6bbe12abf1f131257c5e15c8ed2bed387
Docs: Sync changelog,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/a41b9a7c71a0fa4162abf90ec6eae355e75c33d5
OcBootManagementLib: Revert changes to fat slice secure boot logic from 125d8e8df36bd7ca12085d9670dca9060cf49c76,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/7e39fedf18fc47873e8313a665b1146b6e7712e6
Docs: Sync changelog,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/55bed88fa1eca03d8e9cea17307325828b57bfcd
LogoutHook: Bundle i386/x86_64 10.6+ compatible version of nvramdump with OpenCore releases,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/7efc772daf0ce8b19a990d5645465557566e5a6a
Docs: Sync changelog,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/cb591b7671215b31dc4a2bc5b1e9da9c92eaebf4
macrecovery: Handle window resizing and min. width,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/7af12eca7814565a66a2fc9bb260c817f0952e65
"Revert ""TEST: Force analyse documentation""",Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/614b733342392004f907a73236f488d567a962bb
TEST: Force analyse documentation,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/5f081e87ab071aa5096d0dfd3eff0c108326a367
Docs: Sync changelog,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/5f909e3d9a40a831909d1f8ca8f6a36e520d1a5c
Docs: Build docs,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/2356f787434658c46a1631bbf28dddbf47e84d93
CrScreenshotDxe: Work around TPL-related ASSERT within firmware compiled to assert (#539),Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/737dd930e77c9939e8a52af6d0e30bb7bf80a022
Docs: Wording,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/ac0110a1032f2664376bd46fab252eceb16cd181
Docs: Sync changelog,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/06313a0e23aa0ad41dcd0e9da148708ffa06dc0d
OpenDuet: Increase required DEBUG FV size by one block for Windows build,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/d530484384d2847be77e4d89a890901d18a8d3d2
OpenDuet: Re-use DEBUG EfiLdr in NOOPT build,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/047b4d4af4306bac1ce0eb40b18f960aa08f2f01
OpenDuet: Enable ASSERT and debug prints in other toolchain DEBUG builds,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/18071fc9bf0ea8e4cad425f12c40efecdd4d79da
OpenDuet: Avoid building non-required boot sector files,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/ef84551c02de025de6a21132d5f54403b97c0803
Docs: Sync changelog,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/8e4aa67521228e1350f960d5f580c4ffb9af2be5
"OpenCorePkg: No-op to remove override which is now unwanted, given matched audk update to support PE-only by default in FV and non-FV",Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/2b5a28c2632a1fd85332338651e93a8d74cfc053
OpenDuet: Resolve issue starting OS since new secure PE/COFF loader integration,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/557671b6b8b237d79a5b11dc03225319aa75c681
DuetBdsLib: Pin links in comment to fixed commit,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/8dae8cf417005d723cd02c0d902eed21a4c0e753
OpenDuet: Minor improvement to replacement HII services lib debug o/p,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/8385180f8fa9110332c5d6d475aafcca82479550
OpenDuet: Output additional serial debug info in DEBUG as well as NOOPT builds,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/86ff5f370decd0f287b307f3dcbb1a7991d3ff36
OpenDuet: Prevent debug assert when optional Hii protocols are not present,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/13a1c62446a9bea66a4ff11771f166b7ee31464f
Docs: Sync changelog,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/e8c13d28b6d6817da5a82b02c2c507afc3473f2f
OpenDuet: Prevent DEBUG ASSERT in normal situation when updating GCD memory map,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/79dfd36be56c3c2742b0bc8db1dfa0c7bf5d0d92
OpenDuet: Import EfiLdr debug print files from DuetPkg,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/0db6e7a427093a24c426f287e09085f0070743d2
OpenDuet: Fix APRIORI DXE,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/7a849ea19743f949ab1159e1227c540cfaa76906
OpenDuet: Add missing DxeCore ImageContext HOB (#533),Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/2462e02d49b8b9f2562ca76850b73477cc573d47
OpenDuet: Debug updates (#532),Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/e5b02f13014070d85b0ed57cfc273b5c2efbec10
Docs: Sync changelog,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/a7a878f2bf8c2a454efc6b3e6d53c16cc7289258
Docs: Sync changelog,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/38a8387010995c79510a19baaa692431e4787985
Build: Move pip installs to Python venv,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/ab5aeec67a22438b826fcd9460bd838b6d67551d
AppleEfiSignTool: Attempt to make wording foolproof,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/64e8893845590bf8b0b9aa14d1322dbe725c1481
Docs: typo,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/9b5fb72da3a38446417a7577f8e5e293fdad672e
AppleModels: Move model code G3QD from MBP115 to MBP113 (#525),Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/4132195336eeb78a03c1268b4f7155905cb2f990
LogoutHook: Update Launchd.command to support Sonoma,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/5132427afc853e2db68b38237b599b8dbd0250a6
EnableGop: Update README.md wording,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/32c33e96f41f0b15e89cd695b0a08a60eabd33e8
LogoutHook: Improve logging resilience,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/11436b2507f8a50916ca88a41ef77150a87d62f6
Docs: Fix additional typo,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/f61841445b99f40c01af45acaa29db9cd59a81db
Docs: Wording,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/e98da99655c1f13c21af70dcaa4e79da6e50e598
Docs: typo,Mike Beaton committed 1 year ago,https://github.com/acidanthera/OpenCorePkg/commit/3ade8af6a49866eeba286870ffeb84745140b6a8
Docs: Sync changelog,Mike Beaton committed 1 month ago,https://github.com/acidanthera/OpenCorePkg/commit/4d84d0f9f682587d343bf26d34abb432cae2d48a
Docs: Sync errata,Mike Beaton committed 1 month ago,https://github.com/acidanthera/OpenCorePkg/commit/92338e4236a5b584198a7c59aa9bca0c3e9cfc64
Utilities: Avoid multiple builds of the same object files with the same flags on full build (#584),Mike Beaton committed 1 month ago,https://github.com/acidanthera/OpenCorePkg/commit/1bf9d8f085bdc41e768ffd962549426bfff976cd
OpenDuet: Fix handoff of ACPI v1.0 (#585),Mike Beaton committed 1 month ago,https://github.com/acidanthera/OpenCorePkg/commit/ec2713af48a0538a4a56e4e304d699b847d78194
Removing old implementation to get indexer configuration,MiguelazoDS Cazajous-Miguel committed 27 days ago,https://github.com/wazuh/wazuh/commit/b1a1ddb54222ba8fd9a7bee36696ab6b2a0dbac3
Fixing vulnerability detector UTs,MiguelazoDS Cazajous-Miguel committed 25 days ago,https://github.com/wazuh/wazuh/commit/74319b17460036e2ab36bdf8a0f2d7f8b364e5f8
Fixing indexer configuration UTs,MiguelazoDS Cazajous-Miguel committed 24 days ago,https://github.com/wazuh/wazuh/commit/eb2090cdc78422650b588d50d54efe45aeb563f1
CL:,MiguelazoDS Cazajous-Miguel committed 17 days ago,https://github.com/wazuh/wazuh/commit/bc062f1852087ab3e620d9b16d06b83b7458d618
New test case semicolon after hostname without port,MiguelazoDS Cazajous-Miguel committed 16 days ago,https://github.com/wazuh/wazuh/commit/d514bdedc7e3bf63b4feda8cb0fbada1ee62e3bf
Fix vulnerability detection UT cases by creating missing certs,MiguelazoDS Cazajous-Miguel committed 16 days ago,https://github.com/wazuh/wazuh/commit/a6622f822b4606e97ae90caaac8296151957d679
Deprecate enabled and index-status options for indexer and vulnerability detector respectively,MiguelazoDS Cazajous-Miguel committed 15 days ago,https://github.com/wazuh/wazuh/commit/114a7ed24edb423b96e90fb46e395f86c0e0aceb
fix: create expected ca certificate,MiguelazoDS Cazajous-Miguel committed 14 days ago,https://github.com/wazuh/wazuh/commit/5d6a69f447a102f7e5b4c37aa8217250eec050c3
